ma 6 apr 2020 11:00:11 CEST , 18 Beschikbaar , 6 Bellers , 15 Chatters , 6 Bezet , 71 Offline
ma 6 apr 2020 11:15:02 CEST , 15 Beschikbaar , 5 Bellers , 13 Chatters , 8 Bezet , 72 Offline
ma 6 apr 2020 11:30:02 CEST , 17 Beschikbaar , 7 Bellers , 14 Chatters , 6 Bezet , 72 Offline
ma 6 apr 2020 11:45:02 CEST , 16 Beschikbaar , 8 Bellers , 13 Chatters , 5 Bezet , 74 Offline
ma 6 apr 2020 12:00:02 CEST , 15 Beschikbaar , 8 Bellers , 13 Chatters , 7 Bezet , 73 Offline
ma 6 apr 2020 12:15:02 CEST , 19 Beschikbaar , 8 Bellers , 16 Chatters , 5 Bezet , 71 Offline
ma 6 apr 2020 12:30:02 CEST , 15 Beschikbaar , 6 Bellers , 12 Chatters , 9 Bezet , 71 Offline
ma 6 apr 2020 12:45:02 CEST , 18 Beschikbaar , 7 Bellers , 15 Chatters , 5 Bezet , 72 Offline
ma 6 apr 2020 13:00:01 CEST , 18 Beschikbaar , 7 Bellers , 15 Chatters , 3 Bezet , 74 Offline
ma 6 apr 2020 13:15:02 CEST , 15 Beschikbaar , 8 Bellers , 12 Chatters , 6 Bezet , 74 Offline
ma 6 apr 2020 13:30:02 CEST , 18 Beschikbaar , 9 Bellers , 15 Chatters , 4 Bezet , 73 Offline
ma 6 apr 2020 13:45:02 CEST , 18 Beschikbaar , 9 Bellers , 15 Chatters , 4 Bezet , 73 Offline
ma 6 apr 2020 14:00:02 CEST , 17 Beschikbaar , 9 Bellers , 14 Chatters , 6 Bezet , 72 Offline
ma 6 apr 2020 14:15:02 CEST , 20 Beschikbaar , 11 Bellers , 17 Chatters , 3 Bezet , 72 Offline
ma 6 apr 2020 14:30:02 CEST , 18 Beschikbaar , 11 Bellers , 15 Chatters , 3 Bezet , 74 Offline
ma 6 apr 2020 14:45:02 CEST , 12 Beschikbaar , 6 Bellers , 11 Chatters , 9 Bezet , 74 Offline
ma 6 apr 2020 15:00:03 CEST , 18 Beschikbaar , 8 Bellers , 16 Chatters , 4 Bezet , 73 Offline
ma 6 apr 2020 15:15:02 CEST , 16 Beschikbaar , 8 Bellers , 12 Chatters , 5 Bezet , 74 Offline
ma 6 apr 2020 15:30:02 CEST , 15 Beschikbaar , 9 Bellers , 11 Chatters , 7 Bezet , 73 Offline
ma 6 apr 2020 15:45:02 CEST , 16 Beschikbaar , 9 Bellers , 13 Chatters , 5 Bezet , 74 Offline
ma 6 apr 2020 16:00:02 CEST , 9 Beschikbaar , 5 Bellers , 7 Chatters , 10 Bezet , 76 Offline
ma 6 apr 2020 16:15:02 CEST , 11 Beschikbaar , 7 Bellers , 8 Chatters , 6 Bezet , 78 Offline
ma 6 apr 2020 16:30:02 CEST , 8 Beschikbaar , 3 Bellers , 7 Chatters , 6 Bezet , 81 Offline
ma 6 apr 2020 16:45:02 CEST , 8 Beschikbaar , 4 Bellers , 7 Chatters , 5 Bezet , 82 Offline
ma 6 apr 2020 17:00:02 CEST , 10 Beschikbaar , 4 Bellers , 8 Chatters , 5 Bezet , 80 Offline
ma 6 apr 2020 17:15:02 CEST , 10 Beschikbaar , 7 Bellers , 9 Chatters , 6 Bezet , 79 Offline
ma 6 apr 2020 17:30:02 CEST , 6 Beschikbaar , 3 Bellers , 6 Chatters , 8 Bezet , 81 Offline
ma 6 apr 2020 17:45:01 CEST , 7 Beschikbaar , 4 Bellers , 6 Chatters , 5 Bezet , 83 Offline
ma 6 apr 2020 18:00:02 CEST , 8 Beschikbaar , 3 Bellers , 7 Chatters , 6 Bezet , 81 Offline
ma 6 apr 2020 18:15:03 CEST , 8 Beschikbaar , 4 Bellers , 6 Chatters , 4 Bezet , 83 Offline
ma 6 apr 2020 18:30:02 CEST , 8 Beschikbaar , 4 Bellers , 7 Chatters , 3 Bezet , 84 Offline
ma 6 apr 2020 18:45:02 CEST , 9 Beschikbaar , 3 Bellers , 9 Chatters , 4 Bezet , 82 Offline
ma 6 apr 2020 19:00:02 CEST , 6 Beschikbaar , 1 Bellers , 6 Chatters , 6 Bezet , 83 Offline
ma 6 apr 2020 19:15:02 CEST , 6 Beschikbaar , 2 Bellers , 6 Chatters , 7 Bezet , 82 Offline
ma 6 apr 2020 19:30:02 CEST , 6 Beschikbaar , 2 Bellers , 6 Chatters , 6 Bezet , 83 Offline
ma 6 apr 2020 19:45:02 CEST , 6 Beschikbaar , 3 Bellers , 6 Chatters , 6 Bezet , 83 Offline
ma 6 apr 2020 20:00:01 CEST , 10 Beschikbaar , 4 Bellers , 10 Chatters , 4 Bezet , 81 Offline
ma 6 apr 2020 20:15:02 CEST , 10 Beschikbaar , 5 Bellers , 9 Chatters , 4 Bezet , 82 Offline
ma 6 apr 2020 20:30:04 CEST , 9 Beschikbaar , 5 Bellers , 7 Chatters , 7 Bezet , 80 Offline
ma 6 apr 2020 20:45:02 CEST , 15 Beschikbaar , 7 Bellers , 12 Chatters , 5 Bezet , 76 Offline
ma 6 apr 2020 21:00:01 CEST , 15 Beschikbaar , 8 Bellers , 12 Chatters , 7 Bezet , 74 Offline
ma 6 apr 2020 21:15:02 CEST , 14 Beschikbaar , 9 Bellers , 11 Chatters , 8 Bezet , 74 Offline
ma 6 apr 2020 21:30:02 CEST , 11 Beschikbaar , 7 Bellers , 7 Chatters , 9 Bezet , 76 Offline
ma 6 apr 2020 21:45:02 CEST , 10 Beschikbaar , 7 Bellers , 6 Chatters , 8 Bezet , 78 Offline
ma 6 apr 2020 22:00:02 CEST , 13 Beschikbaar , 9 Bellers , 9 Chatters , 5 Bezet , 78 Offline
ma 6 apr 2020 22:15:03 CEST , 8 Beschikbaar , 6 Bellers , 4 Chatters , 8 Bezet , 80 Offline
ma 6 apr 2020 22:30:02 CEST , 9 Beschikbaar , 7 Bellers , 5 Chatters , 7 Bezet , 80 Offline
ma 6 apr 2020 22:45:02 CEST , 6 Beschikbaar , 5 Bellers , 3 Chatters , 6 Bezet , 84 Offline
ma 6 apr 2020 23:00:02 CEST , 6 Beschikbaar , 5 Bellers , 3 Chatters , 6 Bezet , 84 Offline
ma 6 apr 2020 23:15:03 CEST , 6 Beschikbaar , 5 Bellers , 3 Chatters , 6 Bezet , 84 Offline
ma 6 apr 2020 23:30:02 CEST , 5 Beschikbaar , 4 Bellers , 2 Chatters , 5 Bezet , 86 Offline
ma 6 apr 2020 23:45:02 CEST , 5 Beschikbaar , 3 Bellers , 2 Chatters , 6 Bezet , 85 Offline
di 7 apr 2020 0:00:02 CEST , 4 Beschikbaar , 2 Bellers , 2 Chatters , 6 Bezet , 86 Offline
di 7 apr 2020 0:15:02 CEST , 5 Beschikbaar , 3 Bellers , 3 Chatters , 4 Bezet , 87 Offline
di 7 apr 2020 0:30:01 CEST , 3 Beschikbaar , 0 Bellers , 3 Chatters , 3 Bezet , 90 Offline
di 7 apr 2020 0:45:02 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 4 Bezet , 90 Offline
di 7 apr 2020 1:00:02 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 2 Bezet , 92 Offline
di 7 apr 2020 1:15:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 1 Bezet , 94 Offline
di 7 apr 2020 1:30:03 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Bezet , 96 Offline tail /home/ray/scripts/pv.log
di 7 apr 2020 7:45:02 CEST , 8 Beschikbaar , 4 Bellers , 8 Chatters , 2 Bezet , 86 Offline
di 7 apr 2020 8:00:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Bezet , 0 Offline tail /home/ray/scripts/pv.log
di 7 apr 2020 8:15:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Bezet , 0 Offline tail /home/ray/scripts/pv.log
di 7 apr 2020 8:30:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Bezet , 0 Offline tail /home/ray/scripts/pv.log
di 7 apr 2020 8:45:02 CEST , 11 Beschikbaar , 6 Bellers , 9 Chatters , 1 Bezet , 84 Offline
di 7 apr 2020 9:00:01 CEST , 9 Beschikbaar , 5 Bellers , 8 Chatters , 4 Bezet , 83 Offline
di 7 apr 2020 9:15:01 CEST , 7 Beschikbaar , 4 Bellers , 5 Chatters , 7 Bezet , 82 Offline
di 7 apr 2020 9:30:02 CEST , 11 Beschikbaar , 7 Bellers , 9 Chatters , 4 Bezet , 81 Offline
di 7 apr 2020 9:45:03 CEST , 12 Beschikbaar , 6 Bellers , 10 Chatters , 2 Bezet , 82 Offline
di 7 apr 2020 10:00:02 CEST , 9 Beschikbaar , 5 Bellers , 8 Chatters , 6 Bezet , 81 Offline
di 7 apr 2020 10:30:02 CEST , 8 Beschikbaar , 5 Bellers , 8 Chatters , 7 Bezet , 81 Offline
di 7 apr 2020 10:45:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Bezet , 0 Offline tail /home/ray/scripts/pv.log
di 7 apr 2020 11:00:01 CEST , 16 Beschikbaar , 7 Bellers , 13 Chatters , 2 Bezet , 78 Offline
di 7 apr 2020 11:15:02 CEST , 14 Beschikbaar , 4 Bellers , 11 Chatters , 5 Bezet , 77 Offline
di 7 apr 2020 11:30:02 CEST , 14 Beschikbaar , 5 Bellers , 12 Chatters , 5 Bezet , 77 Offline
di 7 apr 2020 11:45:02 CEST , 13 Beschikbaar , 4 Bellers , 12 Chatters , 6 Bezet , 77 Offline
di 7 apr 2020 12:00:02 CEST , 16 Beschikbaar , 9 Bellers , 12 Chatters , 4 Bezet , 76 Offline
di 7 apr 2020 12:15:02 CEST , 14 Beschikbaar , 8 Bellers , 11 Chatters , 4 Bezet , 78 Offline
di 7 apr 2020 12:30:02 CEST , 11 Beschikbaar , 7 Bellers , 8 Chatters , 6 Bezet , 79 Offline
di 7 apr 2020 12:45:01 CEST , 10 Beschikbaar , 5 Bellers , 7 Chatters , 6 Bezet , 80 Offline
di 7 apr 2020 13:00:02 CEST , 15 Beschikbaar , 8 Bellers , 11 Chatters , 2 Bezet , 79 Offline
di 7 apr 2020 13:15:01 CEST , 17 Beschikbaar , 8 Bellers , 14 Chatters , 4 Bezet , 75 Offline
di 7 apr 2020 13:30:02 CEST , 19 Beschikbaar , 10 Bellers , 15 Chatters , 3 Bezet , 74 Offline
di 7 apr 2020 13:45:02 CEST , 20 Beschikbaar , 11 Bellers , 16 Chatters , 3 Bezet , 73 Offline
di 7 apr 2020 14:00:02 CEST , 15 Beschikbaar , 10 Bellers , 11 Chatters , 8 Bezet , 73 Offline
di 7 apr 2020 14:15:01 CEST , 15 Beschikbaar , 7 Bellers , 12 Chatters , 7 Bezet , 74 Offline
di 7 apr 2020 14:30:03 CEST , 14 Beschikbaar , 8 Bellers , 10 Chatters , 6 Bezet , 76 Offline
di 7 apr 2020 14:45:02 CEST , 17 Beschikbaar , 10 Bellers , 13 Chatters , 5 Bezet , 74 Offline
di 7 apr 2020 15:00:01 CEST , 17 Beschikbaar , 9 Bellers , 14 Chatters , 5 Bezet , 74 Offline
di 7 apr 2020 15:15:02 CEST , 13 Beschikbaar , 6 Bellers , 10 Chatters , 7 Bezet , 76 Offline
di 7 apr 2020 15:30:01 CEST , 14 Beschikbaar , 6 Bellers , 11 Chatters , 6 Bezet , 76 Offline
di 7 apr 2020 15:45:02 CEST , 10 Beschikbaar , 5 Bellers , 8 Chatters , 9 Bezet , 77 Offline
di 7 apr 2020 16:00:02 CEST , 9 Beschikbaar , 6 Bellers , 6 Chatters , 9 Bezet , 78 Offline
di 7 apr 2020 16:15:01 CEST , 9 Beschikbaar , 5 Bellers , 7 Chatters , 10 Bezet , 77 Offline
di 7 apr 2020 16:30:02 CEST , 11 Beschikbaar , 8 Bellers , 8 Chatters , 9 Bezet , 76 Offline
di 7 apr 2020 16:45:02 CEST , 7 Beschikbaar , 4 Bellers , 6 Chatters , 11 Bezet , 78 Offline
di 7 apr 2020 17:00:02 CEST , 11 Beschikbaar , 8 Bellers , 9 Chatters , 8 Bezet , 77 Offline
di 7 apr 2020 17:15:01 CEST , 8 Beschikbaar , 5 Bellers , 7 Chatters , 10 Bezet , 78 Offline
di 7 apr 2020 17:30:02 CEST , 6 Beschikbaar , 3 Bellers , 5 Chatters , 12 Bezet , 78 Offline
di 7 apr 2020 17:45:03 CEST , 10 Beschikbaar , 5 Bellers , 9 Chatters , 9 Bezet , 77 Offline
di 7 apr 2020 18:00:03 CEST , 10 Beschikbaar , 5 Bellers , 8 Chatters , 5 Bezet , 81 Offline
di 7 apr 2020 18:15:01 CEST , 7 Beschikbaar , 3 Bellers , 6 Chatters , 7 Bezet , 82 Offline
di 7 apr 2020 18:30:02 CEST , 10 Beschikbaar , 4 Bellers , 9 Chatters , 5 Bezet , 81 Offline
di 7 apr 2020 18:45:02 CEST , 10 Beschikbaar , 6 Bellers , 9 Chatters , 5 Bezet , 81 Offline
di 7 apr 2020 19:00:01 CEST , 11 Beschikbaar , 6 Bellers , 10 Chatters , 5 Bezet , 80 Offline
di 7 apr 2020 19:15:02 CEST , 12 Beschikbaar , 6 Bellers , 11 Chatters , 5 Bezet , 79 Offline
di 7 apr 2020 19:30:01 CEST , 13 Beschikbaar , 7 Bellers , 11 Chatters , 7 Bezet , 76 Offline
di 7 apr 2020 19:45:02 CEST , 11 Beschikbaar , 5 Bellers , 9 Chatters , 10 Bezet , 75 Offline
di 7 apr 2020 20:00:02 CEST , 10 Beschikbaar , 5 Bellers , 8 Chatters , 13 Bezet , 73 Offline
di 7 apr 2020 20:15:02 CEST , 16 Beschikbaar , 6 Bellers , 13 Chatters , 11 Bezet , 69 Offline
di 7 apr 2020 20:30:01 CEST , 20 Beschikbaar , 9 Bellers , 16 Chatters , 8 Bezet , 68 Offline
di 7 apr 2020 20:45:02 CEST , 18 Beschikbaar , 8 Bellers , 15 Chatters , 6 Bezet , 72 Offline
di 7 apr 2020 21:00:01 CEST , 16 Beschikbaar , 9 Bellers , 13 Chatters , 6 Bezet , 74 Offline
di 7 apr 2020 21:15:02 CEST , 17 Beschikbaar , 8 Bellers , 14 Chatters , 5 Bezet , 74 Offline
di 7 apr 2020 21:30:01 CEST , 16 Beschikbaar , 7 Bellers , 14 Chatters , 4 Bezet , 76 Offline
di 7 apr 2020 21:45:01 CEST , 15 Beschikbaar , 7 Bellers , 13 Chatters , 5 Bezet , 76 Offline
di 7 apr 2020 22:00:02 CEST , 11 Beschikbaar , 6 Bellers , 9 Chatters , 8 Bezet , 77 Offline
di 7 apr 2020 22:15:02 CEST , 8 Beschikbaar , 6 Bellers , 6 Chatters , 8 Bezet , 80 Offline
di 7 apr 2020 22:30:01 CEST , 9 Beschikbaar , 7 Bellers , 7 Chatters , 6 Bezet , 81 Offline
di 7 apr 2020 22:45:02 CEST , 9 Beschikbaar , 6 Bellers , 7 Chatters , 5 Bezet , 82 Offline
di 7 apr 2020 23:00:01 CEST , 7 Beschikbaar , 4 Bellers , 5 Chatters , 5 Bezet , 84 Offline
di 7 apr 2020 23:15:02 CEST , 8 Beschikbaar , 4 Bellers , 7 Chatters , 5 Bezet , 83 Offline
di 7 apr 2020 23:30:01 CEST , 6 Beschikbaar , 3 Bellers , 5 Chatters , 4 Bezet , 86 Offline
di 7 apr 2020 23:45:03 CEST , 6 Beschikbaar , 4 Bellers , 4 Chatters , 2 Bezet , 88 Offline
wo 8 apr 2020 0:00:02 CEST , 6 Beschikbaar , 4 Bellers , 4 Chatters , 2 Bezet , 88 Offline
wo 8 apr 2020 0:15:01 CEST , 6 Beschikbaar , 4 Bellers , 4 Chatters , 2 Bezet , 88 Offline
wo 8 apr 2020 0:30:02 CEST , 5 Beschikbaar , 3 Bellers , 4 Chatters , 3 Bezet , 88 Offline
wo 8 apr 2020 0:45:02 CEST , 4 Beschikbaar , 2 Bellers , 3 Chatters , 3 Bezet , 89 Offline
wo 8 apr 2020 1:00:01 CEST , 2 Beschikbaar , 2 Bellers , 1 Chatters , 2 Bezet , 92 Offline
wo 8 apr 2020 1:15:02 CEST , 1 Beschikbaar , 1 Bellers , 1 Chatters , 2 Bezet , 93 Offline
wo 8 apr 2020 1:30:02 CEST , 1 Beschikbaar , 1 Bellers , 1 Chatters , 2 Bezet , 93 Offline
wo 8 apr 2020 1:45:01 CEST , 1 Beschikbaar , 1 Bellers , 1 Chatters , 2 Bezet , 93 Offline
wo 8 apr 2020 9:30:02 CEST , 8 Beschikbaar , 3 Bellers , 7 Chatters , 5 Bezet , 83 Offline
wo 8 apr 2020 9:45:02 CEST , 13 Beschikbaar , 8 Bellers , 10 Chatters , 3 Bezet , 80 Offline
wo 8 apr 2020 10:00:01 CEST , 11 Beschikbaar , 7 Bellers , 8 Chatters , 3 Bezet , 82 Offline
wo 8 apr 2020 10:15:02 CEST , 10 Beschikbaar , 7 Bellers , 6 Chatters , 4 Bezet , 82 Offline
wo 8 apr 2020 10:30:01 CEST , 12 Beschikbaar , 7 Bellers , 9 Chatters , 4 Bezet , 80 Offline
wo 8 apr 2020 10:45:02 CEST , 14 Beschikbaar , 9 Bellers , 9 Chatters , 4 Bezet , 78 Offline
wo 8 apr 2020 11:00:02 CEST , 17 Beschikbaar , 8 Bellers , 15 Chatters , 5 Bezet , 74 Offline
wo 8 apr 2020 11:15:01 CEST , 19 Beschikbaar , 8 Bellers , 16 Chatters , 4 Bezet , 73 Offline
wo 8 apr 2020 11:30:02 CEST , 19 Beschikbaar , 9 Bellers , 16 Chatters , 4 Bezet , 73 Offline
wo 8 apr 2020 11:45:02 CEST , 19 Beschikbaar , 9 Bellers , 15 Chatters , 5 Bezet , 72 Offline
wo 8 apr 2020 12:00:01 CEST , 17 Beschikbaar , 8 Bellers , 14 Chatters , 6 Bezet , 73 Offline
wo 8 apr 2020 12:15:02 CEST , 19 Beschikbaar , 8 Bellers , 16 Chatters , 4 Bezet , 73 Offline
wo 8 apr 2020 12:30:02 CEST , 22 Beschikbaar , 9 Bellers , 19 Chatters , 4 Bezet , 70 Offline
wo 8 apr 2020 12:45:01 CEST , 20 Beschikbaar , 10 Bellers , 15 Chatters , 8 Bezet , 68 Offline
wo 8 apr 2020 13:00:02 CEST , 22 Beschikbaar , 11 Bellers , 17 Chatters , 7 Bezet , 67 Offline
wo 8 apr 2020 13:15:01 CEST , 19 Beschikbaar , 9 Bellers , 16 Chatters , 8 Bezet , 69 Offline
wo 8 apr 2020 13:30:01 CEST , 19 Beschikbaar , 8 Bellers , 16 Chatters , 7 Bezet , 70 Offline
wo 8 apr 2020 13:45:02 CEST , 19 Beschikbaar , 9 Bellers , 16 Chatters , 6 Bezet , 71 Offline
wo 8 apr 2020 14:00:01 CEST , 19 Beschikbaar , 9 Bellers , 16 Chatters , 5 Bezet , 72 Offline
wo 8 apr 2020 14:15:02 CEST , 15 Beschikbaar , 9 Bellers , 12 Chatters , 7 Bezet , 74 Offline
wo 8 apr 2020 14:30:02 CEST , 17 Beschikbaar , 8 Bellers , 14 Chatters , 5 Bezet , 74 Offline
wo 8 apr 2020 14:45:01 CEST , 18 Beschikbaar , 11 Bellers , 12 Chatters , 4 Bezet , 74 Offline
wo 8 apr 2020 15:00:03 CEST , 18 Beschikbaar , 10 Bellers , 12 Chatters , 4 Bezet , 74 Offline
wo 8 apr 2020 15:15:01 CEST , 13 Beschikbaar , 10 Bellers , 7 Chatters , 8 Bezet , 75 Offline
wo 8 apr 2020 15:30:02 CEST , 15 Beschikbaar , 12 Bellers , 9 Chatters , 7 Bezet , 74 Offline
wo 8 apr 2020 15:45:02 CEST , 16 Beschikbaar , 11 Bellers , 11 Chatters , 5 Bezet , 75 Offline
wo 8 apr 2020 16:00:01 CEST , 14 Beschikbaar , 10 Bellers , 9 Chatters , 7 Bezet , 75 Offline
wo 8 apr 2020 16:15:02 CEST , 17 Beschikbaar , 11 Bellers , 12 Chatters , 4 Bezet , 75 Offline
wo 8 apr 2020 16:30:01 CEST , 17 Beschikbaar , 12 Bellers , 12 Chatters , 6 Bezet , 73 Offline
wo 8 apr 2020 16:45:02 CEST , 19 Beschikbaar , 10 Bellers , 14 Chatters , 4 Bezet , 73 Offline
wo 8 apr 2020 17:00:01 CEST , 18 Beschikbaar , 10 Bellers , 12 Chatters , 5 Bezet , 73 Offline
wo 8 apr 2020 17:15:02 CEST , 17 Beschikbaar , 11 Bellers , 12 Chatters , 4 Bezet , 75 Offline
wo 8 apr 2020 17:30:02 CEST , 17 Beschikbaar , 10 Bellers , 12 Chatters , 5 Bezet , 74 Offline
wo 8 apr 2020 17:45:01 CEST , 19 Beschikbaar , 11 Bellers , 14 Chatters , 4 Bezet , 73 Offline
wo 8 apr 2020 18:00:02 CEST , 13 Beschikbaar , 9 Bellers , 9 Chatters , 7 Bezet , 76 Offline
wo 8 apr 2020 18:15:02 CEST , 9 Beschikbaar , 6 Bellers , 6 Chatters , 9 Bezet , 78 Offline
wo 8 apr 2020 18:30:01 CEST , 12 Beschikbaar , 8 Bellers , 8 Chatters , 7 Bezet , 77 Offline
wo 8 apr 2020 18:45:03 CEST , 11 Beschikbaar , 6 Bellers , 7 Chatters , 6 Bezet , 79 Offline
wo 8 apr 2020 19:00:02 CEST , 9 Beschikbaar , 5 Bellers , 6 Chatters , 7 Bezet , 80 Offline
wo 8 apr 2020 19:15:01 CEST , 12 Beschikbaar , 7 Bellers , 9 Chatters , 5 Bezet , 79 Offline
wo 8 apr 2020 19:30:02 CEST , 14 Beschikbaar , 7 Bellers , 12 Chatters , 5 Bezet , 77 Offline
wo 8 apr 2020 19:45:02 CEST , 15 Beschikbaar , 8 Bellers , 14 Chatters , 8 Bezet , 73 Offline
wo 8 apr 2020 20:00:01 CEST , 16 Beschikbaar , 10 Bellers , 13 Chatters , 7 Bezet , 73 Offline
wo 8 apr 2020 20:15:02 CEST , 16 Beschikbaar , 8 Bellers , 13 Chatters , 6 Bezet , 74 Offline
wo 8 apr 2020 20:30:02 CEST , 12 Beschikbaar , 6 Bellers , 10 Chatters , 8 Bezet , 76 Offline
wo 8 apr 2020 20:45:01 CEST , 13 Beschikbaar , 5 Bellers , 13 Chatters , 6 Bezet , 77 Offline
wo 8 apr 2020 21:00:02 CEST , 12 Beschikbaar , 3 Bellers , 10 Chatters , 7 Bezet , 77 Offline
wo 8 apr 2020 21:15:01 CEST , 12 Beschikbaar , 4 Bellers , 10 Chatters , 8 Bezet , 76 Offline
wo 8 apr 2020 21:30:02 CEST , 11 Beschikbaar , 4 Bellers , 9 Chatters , 10 Bezet , 75 Offline
wo 8 apr 2020 21:45:02 CEST , 9 Beschikbaar , 5 Bellers , 7 Chatters , 10 Bezet , 77 Offline
wo 8 apr 2020 22:00:01 CEST , 12 Beschikbaar , 5 Bellers , 9 Chatters , 6 Bezet , 78 Offline
wo 8 apr 2020 22:15:02 CEST , 7 Beschikbaar , 2 Bellers , 7 Chatters , 7 Bezet , 82 Offline
wo 8 apr 2020 22:30:01 CEST , 6 Beschikbaar , 3 Bellers , 6 Chatters , 6 Bezet , 84 Offline
wo 8 apr 2020 22:45:02 CEST , 5 Beschikbaar , 2 Bellers , 5 Chatters , 6 Bezet , 85 Offline
wo 8 apr 2020 23:00:02 CEST , 3 Beschikbaar , 1 Bellers , 3 Chatters , 7 Bezet , 86 Offline
wo 8 apr 2020 23:15:01 CEST , 3 Beschikbaar , 1 Bellers , 3 Chatters , 6 Bezet , 87 Offline
wo 8 apr 2020 23:30:02 CEST , 4 Beschikbaar , 3 Bellers , 3 Chatters , 5 Bezet , 87 Offline
wo 8 apr 2020 23:45:01 CEST , 3 Beschikbaar , 1 Bellers , 2 Chatters , 6 Bezet , 87 Offline
do 9 apr 2020 0:00:02 CEST , 3 Beschikbaar , 1 Bellers , 2 Chatters , 5 Bezet , 88 Offline
do 9 apr 2020 0:15:02 CEST , 3 Beschikbaar , 1 Bellers , 2 Chatters , 5 Bezet , 88 Offline
do 9 apr 2020 0:30:01 CEST , 3 Beschikbaar , 1 Bellers , 3 Chatters , 3 Bezet , 90 Offline
do 9 apr 2020 0:45:02 CEST , 4 Beschikbaar , 1 Bellers , 4 Chatters , 2 Bezet , 90 Offline
do 9 apr 2020 1:00:02 CEST , 4 Beschikbaar , 1 Bellers , 4 Chatters , 2 Bezet , 90 Offline
do 9 apr 2020 1:15:01 CEST , 4 Beschikbaar , 1 Bellers , 4 Chatters , 2 Bezet , 90 Offline
do 9 apr 2020 9:00:01 CEST , 10 Beschikbaar , 7 Bellers , 8 Chatters , 4 Bezet , 82 Offline
do 9 apr 2020 9:15:02 CEST , 14 Beschikbaar , 8 Bellers , 13 Chatters , 1 Bezet , 81 Offline
do 9 apr 2020 9:30:02 CEST , 11 Beschikbaar , 7 Bellers , 9 Chatters , 3 Bezet , 82 Offline
do 9 apr 2020 9:45:02 CEST , 13 Beschikbaar , 6 Bellers , 11 Chatters , 3 Bezet , 80 Offline
do 9 apr 2020 10:00:01 CEST , 14 Beschikbaar , 6 Bellers , 13 Chatters , 4 Bezet , 78 Offline
do 9 apr 2020 10:15:02 CEST , 17 Beschikbaar , 9 Bellers , 15 Chatters , 5 Bezet , 74 Offline
do 9 apr 2020 10:30:01 CEST , 15 Beschikbaar , 8 Bellers , 12 Chatters , 7 Bezet , 74 Offline
do 9 apr 2020 10:45:02 CEST , 16 Beschikbaar , 9 Bellers , 11 Chatters , 5 Bezet , 75 Offline
do 9 apr 2020 11:00:01 CEST , 18 Beschikbaar , 11 Bellers , 13 Chatters , 4 Bezet , 74 Offline
do 9 apr 2020 11:15:02 CEST , 19 Beschikbaar , 11 Bellers , 15 Chatters , 5 Bezet , 72 Offline
do 9 apr 2020 11:30:01 CEST , 20 Beschikbaar , 11 Bellers , 16 Chatters , 3 Bezet , 73 Offline
do 9 apr 2020 11:45:02 CEST , 14 Beschikbaar , 7 Bellers , 11 Chatters , 3 Bezet , 79 Offline
do 9 apr 2020 12:00:02 CEST , 16 Beschikbaar , 9 Bellers , 13 Chatters , 2 Bezet , 78 Offline
do 9 apr 2020 12:15:02 CEST , 15 Beschikbaar , 9 Bellers , 12 Chatters , 2 Bezet , 79 Offline
do 9 apr 2020 12:30:01 CEST , 12 Beschikbaar , 7 Bellers , 9 Chatters , 5 Bezet , 79 Offline
do 9 apr 2020 12:45:02 CEST , 13 Beschikbaar , 9 Bellers , 9 Chatters , 7 Bezet , 76 Offline
do 9 apr 2020 13:00:03 CEST , 14 Beschikbaar , 9 Bellers , 9 Chatters , 6 Bezet , 76 Offline
do 9 apr 2020 13:15:02 CEST , 16 Beschikbaar , 9 Bellers , 12 Chatters , 4 Bezet , 76 Offline
do 9 apr 2020 13:30:01 CEST , 15 Beschikbaar , 6 Bellers , 13 Chatters , 5 Bezet , 76 Offline
do 9 apr 2020 13:45:02 CEST , 15 Beschikbaar , 6 Bellers , 13 Chatters , 4 Bezet , 77 Offline
do 9 apr 2020 14:00:01 CEST , 13 Beschikbaar , 6 Bellers , 11 Chatters , 4 Bezet , 79 Offline
do 9 apr 2020 14:15:03 CEST , 12 Beschikbaar , 6 Bellers , 10 Chatters , 2 Bezet , 82 Offline
do 9 apr 2020 14:30:02 CEST , 11 Beschikbaar , 5 Bellers , 9 Chatters , 3 Bezet , 82 Offline
do 9 apr 2020 14:45:01 CEST , 12 Beschikbaar , 6 Bellers , 10 Chatters , 4 Bezet , 80 Offline
do 9 apr 2020 15:00:03 CEST , 12 Beschikbaar , 5 Bellers , 10 Chatters , 5 Bezet , 79 Offline
do 9 apr 2020 15:15:02 CEST , 16 Beschikbaar , 7 Bellers , 13 Chatters , 2 Bezet , 78 Offline
do 9 apr 2020 15:30:01 CEST , 11 Beschikbaar , 7 Bellers , 7 Chatters , 5 Bezet , 80 Offline
